season,match_id,date,home_team,away_team,home_goals,away_goals,result,home_xg,away_xg,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_possession,away_possession,home_ppda,away_ppda,home_big_chances,away_big_chances,home_set_piece_xg,away_set_piece_xg,home_red_cards,away_red_cards,referee,stadium,attendance,source_name,source_url_or_page_title,source_timestamp,is_real_data,data_status,notes
2026-27,LALIGA2627_MW04_032_AthleticClub_AtléticodeMadrid,2026-09-05,Athletic Club,Atlético de Madrid,3,0,home_win,,,,,,,,,,,,,,,,,,Estadio San Mamés,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_038_RayoVallecano_R.RacingClub,2026-09-05,Rayo Vallecano,R. Racing Club,3,2,home_win,,,,,,,,,,,,,,,,,,Estadio Ontime Butarque,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_040_VillarrealCF_RCDeportivo,2026-09-05,Villarreal CF,RC Deportivo,2,3,away_win,,,,,,,,,,,,,,,,,,Estadio de la Cerámica,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_039_ValenciaCF_FCBarcelona,2026-09-06,Valencia CF,FC Barcelona,0,5,away_win,,,,,,,,,,,,,,,,,,Camp de Mestalla,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_031_DeportivoAlavés_CAOsasuna,2026-09-06,Deportivo Alavés,CA Osasuna,5,2,home_win,,,,,,,,,,,,,,,,,,Mendizorroza,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_037_MálagaCF_LevanteUD,2026-09-06,Málaga CF,Levante UD,0,0,draw,,,,,,,,,,,,,,,,,,La Rosaleda,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_035_RCDEspanyoldeBarcelona_SevillaFC,2026-09-06,RCD Espanyol de Barcelona,Sevilla FC,1,1,draw,,,,,,,,,,,,,,,,,,RCDE Stadium,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_036_GetafeCF_CeltaVigo,2026-09-07,Getafe CF,Celta Vigo,1,1,draw,,,,,,,,,,,,,,,,,,Coliseum,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW04_034_ElcheCF_RealSociedad,2026-09-07,Elche CF,Real Sociedad,2,3,away_win,,,,,,,,,,,,,,,,,,Estadio Martínez Valero,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_049_SevillaFC_ValenciaCF,2026-09-11,Sevilla FC,Valencia CF,1,0,home_win,,,,,,,,,,,,,,,,,,Ramón Sánchez-Pizjuán,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_046_R.RacingClub_DeportivoAlavés,2026-09-12,R. Racing Club,Deportivo Alavés,2,1,home_win,,,,,,,,,,,,,,,,,,El Sardinero,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_045_CAOsasuna_RCDEspanyoldeBarcelona,2026-09-12,CA Osasuna,RCD Espanyol de Barcelona,0,2,away_win,,,,,,,,,,,,,,,,,,Estadio El Sadar,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_041_AthleticClub_ElcheCF,2026-09-12,Athletic Club,Elche CF,1,1,draw,,,,,,,,,,,,,,,,,,Estadio San Mamés,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_047_RealMadrid_RayoVallecano,2026-09-12,Real Madrid,Rayo Vallecano,4,1,home_win,,,,,,,,,,,,,,,,,,Bernabéu,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_042_CeltaVigo_MálagaCF,2026-09-13,Celta Vigo,Málaga CF,1,1,draw,,,,,,,,,,,,,,,,,,Estadio ABANCA Balaídos,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
2026-27,LALIGA2627_MW05_044_LevanteUD_FCBarcelona,2026-09-13,Levante UD,FC Barcelona,2,4,away_win,,,,,,,,,,,,,,,,,,Estadio Ciutat de València,,football-data.co.uk,,2026-09-16T07:27:26+00:00,True,completed,Locked by src/update_after_matchweek.py
