model,n_matches,exact_score_accuracy,top_3_scoreline_hit_rate,top_5_scoreline_hit_rate,goal_mae,total_goals_mae
Dixon-Coles (main model),2337,0.1108,0.3068,0.4733,0.9465,1.4925
