model,n_matches,exact_score_accuracy,top_3_scoreline_hit_rate,top_5_scoreline_hit_rate,goal_mae,total_goals_mae
Dixon-Coles (main model),2660,0.1353,0.3455,0.5098,0.8981,1.4015
