season,date,home_team,away_team,actual_home_goals,actual_away_goals,actual_result,dc_home_win,dc_draw,dc_away_win,dc_predicted_score,dc_top10_scorelines_json,dc_lambda,dc_mu,dc_rho,elo_home_win,elo_draw,elo_away_win,prevseason_home_win,prevseason_draw,prevseason_away_win,simplepoisson_home_win,simplepoisson_draw,simplepoisson_away_win,simplepoisson_predicted_score,dc_log_loss,dc_brier,dc_rps,elo_log_loss,elo_brier,elo_rps,prevseason_log_loss,prevseason_brier,prevseason_rps,simplepoisson_log_loss,simplepoisson_brier,simplepoisson_rps
2019-20,2019-08-09,AS Monaco,Olympique Lyonnais,0,3,away_win,0.3577215534544491,0.23177532676064586,0.410503119784905,1-1,"[{""score"": ""1-1"", ""probability"": 0.099273}, {""score"": ""1-2"", ""probability"": 0.084973}, {""score"": ""2-1"", ""probability"": 0.078844}, {""score"": ""2-2"", ""probability"": 0.069461}, {""score"": ""0-1"", ""probability"": 0.056172}, {""score"": ""0-2"", ""probability"": 0.051974}, {""score"": ""1-0"", ""probability"": 0.051917}, {""score"": ""1-3"", ""probability"": 0.049907}, {""score"": ""2-0"", ""probability"": 0.044747}, {""score"": ""3-1"", ""probability"": 0.042968}]",1.6349089005811253,1.7619900889321067,-0.02926280148613541,0.32974459566781794,0.22837397039873578,0.4418814339334463,0.3381838874184645,0.050000000000000044,0.6118161125815355,0.35334991088189704,0.23760202605644146,0.4090480630616615,1-1,0.8903717501553059,0.5291910836841985,0.2377356407945972,0.8167136819089948,0.4723825025160015,0.21011391608015942,0.491323511257871,0.26755507216077584,0.13252753608038792,0.8939226162453229,0.5305350740775444,0.23704017564570928
2019-20,2019-08-10,OGC Nice,Amiens,2,1,home_win,0.4948088294391287,0.3259832228060786,0.1792079477547928,1-0,"[{""score"": ""1-0"", ""probability"": 0.203833}, {""score"": ""0-0"", ""probability"": 0.185245}, {""score"": ""1-1"", ""probability"": 0.120491}, {""score"": ""2-0"", ""probability"": 0.118129}, {""score"": ""0-1"", ""probability"": 0.099271}, {""score"": ""2-1"", ""probability"": 0.066723}, {""score"": ""3-0"", ""probability"": 0.044886}, {""score"": ""1-2"", ""probability"": 0.033061}, {""score"": ""0-2"", ""probability"": 0.029003}, {""score"": ""3-1"", ""probability"": 0.025353}]",1.1399179203595837,0.5648294012698516,-0.02926280148613541,0.5191178593120725,0.21428836958193292,0.2665937711059946,0.5689836742246561,0.050000000000000044,0.38101632577534383,0.4644180670438354,0.3016457413911198,0.23393619156504475,1-0,0.7035837941623666,0.3935986689021855,0.143666803675574,0.6556243323638249,0.34823937736320215,0.15115993601255956,0.5639035373154868,0.33344851359222033,0.16547425679611016,0.7669701258586507,0.4325643019324173,0.17078707431650947
2019-20,2019-08-10,Montpellier,Stade Rennais FC,0,1,away_win,0.4649605592777788,0.273086843309657,0.26195259741256427,1-1,"[{""score"": ""1-1"", ""probability"": 0.129283}, {""score"": ""1-0"", ""probability"": 0.120469}, {""score"": ""2-1"", ""probability"": 0.090271}, {""score"": ""0-0"", ""probability"": 0.090046}, {""score"": ""2-0"", ""probability"": 0.089219}, {""score"": ""0-1"", ""probability"": 0.083713}, {""score"": ""1-2"", ""probability"": 0.063544}, {""score"": ""2-2"", ""probability"": 0.045667}, {""score"": ""0-2"", ""probability"": 0.044209}, {""score"": ""3-1"", ""probability"": 0.04325}]",1.4373449701490688,1.0117837580523013,-0.02926280148613541,0.47301393635726,0.22264176031865868,0.3043443033240813,0.5259797071790284,0.05,0.4240202928209716,0.3669715521326381,0.2923908778447256,0.3406375700226363,1-1,1.3395917174963496,0.8354787141387985,0.3804511450749827,1.189595641733129,0.7572483857436388,0.3538395161529239,0.8579739644686332,0.6109072754461758,0.30420363772308795,1.076936211426772,0.6549193595871007,0.28471346707014566
2019-20,2019-08-10,Dijon,St Etienne,1,2,away_win,0.24232308142167347,0.26341986515165594,0.49425705342667053,1-1,"[{""score"": ""1-1"", ""probability"": 0.125173}, {""score"": ""0-1"", ""probability"": 0.118314}, {""score"": ""0-2"", ""probability"": 0.093618}, {""score"": ""1-2"", ""probability"": 0.09342}, {""score"": ""0-0"", ""probability"": 0.082887}, {""score"": ""1-0"", ""probability"": 0.075601}, {""score"": ""2-1"", ""probability"": 0.060678}, {""score"": ""0-3"", ""probability"": 0.047942}, {""score"": ""1-3"", ""probability"": 0.047841}, {""score"": ""2-2"", ""probability"": 0.046611}]",0.9978810206716383,1.5363208726590851,-0.02926280148613541,0.3108498821640073,0.22410111147439804,0.46504900636159463,0.3381838874184645,0.050000000000000044,0.6118161125815355,0.21690257604948432,0.25311933940473447,0.5299780845457811,0-1,0.7046995460637498,0.38388642915488513,0.15724820189918426,0.7656124889229846,0.433021523000155,0.19140010741804722,0.491323511257871,0.26755507216077584,0.13252753608038792,0.6349196232045213,0.3320367284848444,0.13398366425207764
2019-20,2019-08-10,Angers SCO,Bordeaux,3,1,home_win,0.40371621435206106,0.31088632629355734,0.2853974593543816,1-0,"[{""score"": ""1-0"", ""probability"": 0.144412}, {""score"": ""1-1"", ""probability"": 0.137511}, {""score"": ""0-0"", ""probability"": 0.135332}, {""score"": ""0-1"", ""probability"": 0.11447}, {""score"": ""2-0"", ""probability"": 0.083697}, {""score"": ""2-1"", ""probability"": 0.07539}, {""score"": ""1-2"", ""probability"": 0.060171}, {""score"": ""0-2"", ""probability"": 0.053315}, {""score"": ""2-2"", ""probability"": 0.033954}, {""score"": ""3-0"", ""probability"": 0.031486}]",1.1285870562236533,0.9007537020260867,-0.02926280148613541,0.48303216781525027,0.2208130843815585,0.2961547478031912,0.4881004458703123,0.050000000000000044,0.46189955412968764,0.3154075146262477,0.29445874872931144,0.3901337366444409,1-1,0.907043087569984,0.5336563707088773,0.21850303141628655,0.727672027515674,0.4037217923942686,0.17748168708008566,0.7172340626079685,0.4778923516233773,0.23769617581168864,1.1538897790355436,0.707577158201597,0.31043560174918267
2019-20,2019-08-10,Olympique de Marseille,Reims,0,2,away_win,0.5580823980524778,0.24282857936941155,0.19908902257811056,1-0,"[{""score"": ""1-0"", ""probability"": 0.116354}, {""score"": ""1-1"", ""probability"": 0.115638}, {""score"": ""2-0"", ""probability"": 0.10383}, {""score"": ""2-1"", ""probability"": 0.097502}, {""score"": ""0-0"", ""probability"": 0.072218}, {""score"": ""0-1"", ""probability"": 0.061442}, {""score"": ""3-0"", ""probability"": 0.060072}, {""score"": ""3-1"", ""probability"": 0.056411}, {""score"": ""1-2"", ""probability"": 0.052751}, {""score"": ""2-2"", ""probability"": 0.04578}]",1.735689685299674,0.9390535646178879,-0.02926280148613541,0.502567844370541,0.21726886816117552,0.28016328746828345,0.5137237318822276,0.0500000000000001,0.43627626811777226,0.5657589618600292,0.2287957014189049,0.20544533672106585,1-0,1.6140032046499162,1.0118800757294573,0.4764571783854453,1.2723826762605732,0.8179450919757597,0.3853696654518607,0.8294795938277764,0.5841965185862287,0.2908482592931143,1.5825752817878276,1.0037477888510071,0.4757001579316193
2019-20,2019-08-10,Stade Brestois 29,Toulouse FC,1,1,draw,0.43982822487728634,0.29108246476809263,0.26908931035462114,1-0,"[{""score"": ""1-0"", ""probability"": 0.134537}, {""score"": ""1-1"", ""probability"": 0.134343}, {""score"": ""0-0"", ""probability"": 0.111376}, {""score"": ""0-1"", ""probability"": 0.097648}, {""score"": ""2-0"", ""probability"": 0.088988}, {""score"": ""2-1"", ""probability"": 0.08395}, {""score"": ""1-2"", ""probability"": 0.061567}, {""score"": ""0-2"", ""probability"": 0.047862}, {""score"": ""2-2"", ""probability"": 0.039599}, {""score"": ""3-0"", ""probability"": 0.038157}]",1.2863629553288547,0.9433885490268032,-0.02926280148613541,0.5476382865115299,0.20919835199741693,0.24316336149105305,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4590511108653588,0.2652534648039305,0.2756954243307108,1-1,1.234148667873537,0.768421996105113,0.13292896217291514,1.5644724244638084,0.9844033597085142,0.17951805661245657,1.0986122886681098,0.6666666666666667,0.11111111111111112,1.327069439164571,0.8265883603662396,0.14336794469180525
2019-20,2019-08-11,LOSC Lille,Nantes,2,1,home_win,0.5589207715863582,0.2510433465528555,0.1900358818607863,1-0,"[{""score"": ""1-0"", ""probability"": 0.131256}, {""score"": ""1-1"", ""probability"": 0.118519}, {""score"": ""2-0"", ""probability"": 0.111195}, {""score"": ""2-1"", ""probability"": 0.095109}, {""score"": ""0-0"", ""probability"": 0.084866}, {""score"": ""0-1"", ""probability"": 0.066337}, {""score"": ""3-0"", ""probability"": 0.061229}, {""score"": ""3-1"", ""probability"": 0.052371}, {""score"": ""1-2"", ""probability"": 0.049246}, {""score"": ""2-2"", ""probability"": 0.040675}]",1.6519202511388364,0.8553344116483577,-0.02926280148613541,0.5575619117430871,0.20744071561960642,0.23499737263730647,0.5861510666677752,0.050000000000000155,0.3638489333322247,0.41031924385682106,0.31380951125569867,0.2758712448874801,1-0,0.5817475482756768,0.2936872839810374,0.11533226106629016,0.5841817293597626,0.2940068775836433,0.12548761354343446,0.5341777296795952,0.30615698590721796,0.15182849295360898,0.8908197787161847,0.5223047472758997,0.2119141689606795
2019-20,2019-08-11,RC Strasbourg Alsace,Metz,1,1,draw,0.7886719907915918,0.13540680429435795,0.07592120491405024,2-0,"[{""score"": ""2-0"", ""probability"": 0.108999}, {""score"": ""3-0"", ""probability"": 0.10177}, {""score"": ""2-1"", ""probability"": 0.085527}, {""score"": ""3-1"", ""probability"": 0.079854}, {""score"": ""1-0"", ""probability"": 0.076041}, {""score"": ""4-0"", ""probability"": 0.071265}, {""score"": ""1-1"", ""probability"": 0.062855}, {""score"": ""4-1"", ""probability"": 0.055919}, {""score"": ""5-0"", ""probability"": 0.039923}, {""score"": ""2-2"", ""probability"": 0.033554}]",2.8010323460518025,0.7846551577083122,-0.02926280148613541,0.5721456245716355,0.20487001864141965,0.2229843567869448,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5618850186122093,0.22806826562930055,0.21004671575849032,1-1,1.9994716664847998,1.3752889324752686,0.3138837692073869,1.5853795563495774,1.0093043263434507,0.1885363195440772,1.0986122886681098,0.6666666666666667,0.11111111111111112,1.4781102841872944,0.9557129994703271,0.17991719847088528
2019-20,2019-08-11,Paris Saint-Germain,Nimes,3,0,home_win,0.8339021242993431,0.10239207336493537,0.06370580233572141,3-0,"[{""score"": ""3-0"", ""probability"": 0.082307}, {""score"": ""3-1"", ""probability"": 0.080164}, {""score"": ""4-0"", ""probability"": 0.071984}, {""score"": ""2-0"", ""probability"": 0.070583}, {""score"": ""4-1"", ""probability"": 0.07011}, {""score"": ""2-1"", ""probability"": 0.068745}, {""score"": ""5-0"", ""probability"": 0.050365}, {""score"": ""5-1"", ""probability"": 0.049053}, {""score"": ""1-1"", ""probability"": 0.040452}, {""score"": ""1-0"", ""probability"": 0.039202}]",3.498319544894616,0.9739583646058232,-0.02926280148613541,0.5997741932259262,0.20003927241975517,0.20018653435431863,0.5689836742246561,0.050000000000000044,0.38101632577534383,0.785498036793849,0.13139754394186454,0.08310441926428633,2-0,0.18163924046548072,0.04213107025147919,0.01582346678175442,0.5112020392248577,0.24027105545497607,0.10012767247237553,0.5639035373154868,0.33344851359222033,0.16547425679611016,0.2414373205972242,0.07018275127450146,0.02645871836027359
