model,n_matches,exact_score_accuracy,top_3_scoreline_hit_rate,top_5_scoreline_hit_rate,goal_mae,total_goals_mae
Dixon-Coles (main model),2660,0.1425,0.3699,0.5451,0.8759,1.4436
