model,n_matches,exact_score_accuracy,top_3_scoreline_hit_rate,top_5_scoreline_hit_rate,goal_mae,total_goals_mae
Dixon-Coles (main model),2660,0.112,0.3011,0.4647,0.9436,1.4805
