match_id,home_goals,away_goals,source_name,source_timestamp
EPL2627_MW01_001_Arsenal_CoventryCity,3,0,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_002_HullCity_ManchesterUnited,2,0,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_003_Everton_CrystalPalace,2,0,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_004_IpswichTown_Sunderland,2,1,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_005_NottinghamForest_LeedsUnited,0,1,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_006_Brentford_TottenhamHotspur,3,0,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_007_Brighton&HoveAlbion_AstonVilla,4,0,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_008_ManchesterCity_AFCBournemouth,2,1,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_009_NewcastleUnited_Liverpool,2,2,football-data.co.uk,2026-08-25T19:04:47+00:00
EPL2627_MW01_010_Fulham_Chelsea,2,3,football-data.co.uk,2026-08-25T19:04:47+00:00
