team,title_probability_before,top_4_probability_before,relegation_probability_before,expected_points_before,title_probability_after,top_4_probability_after,relegation_probability_after,expected_points_after,title_probability_change,top_4_probability_change,relegation_probability_change,expected_points_change
Roma,0.1929,0.7545,0.0,76.6,0.22882,0.82182,0.0,78.14,0.03592000000000001,0.06732000000000005,0.0,1.5400000000000063
Internazionale,0.53728,0.92939,0.0,83.85,0.5507,0.94454,0.0,84.32,0.013419999999999987,0.015149999999999997,0.0,0.46999999999999886
Como,0.11171,0.6157,4e-05,73.09,0.11656,0.66389,2e-05,73.76,0.004849999999999993,0.048189999999999955,-2e-05,0.6700000000000017
Napoli,0.02513,0.31826,0.00033,66.09,0.02954,0.39242,0.00018,67.5,0.004410000000000001,0.07416,-0.00015,1.4099999999999966
Sassuolo,0.00047,0.01666,0.05172,48.46,0.001,0.03358,0.02444,51.83,0.0005300000000000001,0.016919999999999998,-0.027280000000000002,3.3699999999999974
Cagliari,0.00015,0.00781,0.06754,46.21,0.00025,0.01739,0.03018,49.65,0.00010000000000000002,0.009579999999999998,-0.037360000000000004,3.4399999999999977
Parma,0.0,0.00045,0.33294,36.29,0.0,0.00038,0.34692,35.9,0.0,-6.999999999999997e-05,0.013979999999999992,-0.39000000000000057
Lecce,0.0,0.00024,0.38271,35.13,0.0,0.00041,0.28452,37.39,0.0,0.00016999999999999999,-0.09819,2.259999999999998
Monza,0.0,0.00034,0.60776,30.15,0.0,0.00017,0.67573,28.52,0.0,-0.00017,0.06797000000000009,-1.629999999999999
Genoa,1e-05,0.00186,0.17533,41.07,0.0,0.0013,0.18961,40.33,-1e-05,-0.0005600000000000002,0.014279999999999987,-0.740000000000002
Venezia,1e-05,0.0002,0.67935,28.27,0.0,8e-05,0.73166,26.92,-1e-05,-0.00012,0.05230999999999997,-1.3499999999999979
Frosinone,2e-05,0.00097,0.43232,34.64,0.0,0.00065,0.452,34.19,-2e-05,-0.0003200000000000001,0.01968000000000003,-0.45000000000000284
Torino,7e-05,0.00408,0.09975,44.17,4e-05,0.00266,0.12151,42.97,-2.999999999999999e-05,-0.0014200000000000003,0.02176,-1.2000000000000028
Fiorentina,0.0001,0.00473,0.10151,44.32,6e-05,0.00767,0.06561,46.35,-4e-05,0.00294,-0.0359,2.030000000000001
Udinese,0.00028,0.01356,0.04152,48.72,0.00016,0.01206,0.04476,48.16,-0.00011999999999999996,-0.0014999999999999996,0.00324,-0.5600000000000023
Bologna,0.00064,0.02556,0.02468,51.32,0.00026,0.01882,0.03002,50.08,-0.0003800000000000001,-0.0067399999999999995,0.005340000000000001,-1.240000000000002
Lazio,0.00888,0.15245,0.00176,60.99,0.00748,0.15226,0.00163,60.81,-0.001400000000000001,-0.00018999999999999573,-0.00013000000000000012,-0.17999999999999972
Milan,0.02585,0.29964,0.00042,65.7,0.01918,0.28531,0.00044,64.9,-0.006670000000000002,-0.01433000000000001,1.9999999999999998e-05,-0.7999999999999972
Atalanta,0.03904,0.38672,0.00022,67.93,0.01811,0.28649,0.00052,64.91,-0.020929999999999997,-0.10022999999999999,0.0002999999999999999,-3.0200000000000102
Juventus,0.05746,0.46688,0.00012,69.74,0.02782,0.35811,0.00024,66.74,-0.029639999999999996,-0.10877000000000003,0.00012,-3.0
