team,title_probability_before,top_4_probability_before,relegation_probability_before,expected_points_before,title_probability_after,top_4_probability_after,relegation_probability_after,expected_points_after,title_probability_change,top_4_probability_change,relegation_probability_change,expected_points_change
Roma,0.13754,0.63416,9e-05,72.65,0.17153,0.69253,2e-05,74.69,0.03398999999999999,0.05837000000000003,-7.000000000000001e-05,2.039999999999992
Como,0.07596,0.46849,0.00052,68.6,0.08772,0.51982,0.0002,70.58,0.011760000000000007,0.05132999999999993,-0.00031999999999999997,1.980000000000004
Juventus,0.07075,0.46678,0.00035,68.76,0.08072,0.50599,0.00017,70.37,0.009970000000000007,0.03921000000000008,-0.00017999999999999998,1.6099999999999994
Atalanta,0.06217,0.4341,0.00038,67.91,0.06554,0.45614,0.00025,69.23,0.003369999999999998,0.022040000000000004,-0.00013000000000000002,1.3200000000000074
Frosinone,4e-05,0.00079,0.64003,29.55,0.00092,0.00976,0.50028,33.92,0.00088,0.008969999999999999,-0.13975000000000004,4.370000000000001
Venezia,2e-05,0.00066,0.66728,28.83,0.0005,0.00589,0.60464,30.37,0.00048,0.00523,-0.06264000000000003,1.5400000000000027
Monza,3e-05,0.00083,0.6293,29.87,0.00047,0.00668,0.58669,31.02,0.00043999999999999996,0.00585,-0.042609999999999926,1.1499999999999986
Lazio,0.00737,0.11541,0.00771,57.6,0.00752,0.11874,0.00462,58.85,0.00014999999999999996,0.0033299999999999996,-0.00309,1.25
Udinese,0.00077,0.02238,0.05102,48.84,0.00081,0.0237,0.03637,50.24,3.9999999999999996e-05,0.0013199999999999983,-0.014650000000000003,1.3999999999999986
Parma,2e-05,0.00218,0.26302,38.76,2e-05,0.00084,0.32363,37.02,0.0,-0.00134,0.06061,-1.7399999999999949
Lecce,2e-05,0.00177,0.23975,39.13,0.0,0.00039,0.33998,36.53,-2e-05,-0.0013800000000000002,0.10023000000000001,-2.6000000000000014
Sassuolo,0.00065,0.0167,0.09582,46.24,0.00061,0.01864,0.06723,47.99,-3.9999999999999996e-05,0.0019400000000000008,-0.028590000000000004,1.75
Torino,0.00011,0.00595,0.13698,43.24,3e-05,0.00242,0.17914,41.33,-8e-05,-0.0035300000000000006,0.04216,-1.9100000000000037
Genoa,0.00022,0.00859,0.11019,44.68,7e-05,0.004,0.14044,42.92,-0.00015000000000000001,-0.00459,0.030250000000000013,-1.759999999999998
Cagliari,0.00028,0.00986,0.09916,45.18,0.00012,0.00614,0.10944,44.43,-0.00015999999999999999,-0.003720000000000001,0.010279999999999997,-0.75
Fiorentina,0.00134,0.03308,0.03743,50.69,0.00026,0.01028,0.07887,46.55,-0.00108,-0.0228,0.04144,-4.140000000000001
Bologna,0.00285,0.05852,0.0196,53.55,0.00123,0.03454,0.02686,51.98,-0.0016200000000000001,-0.02398,0.007259999999999999,-1.5700000000000003
Milan,0.03386,0.30758,0.0011,64.65,0.03139,0.30326,0.00071,65.37,-0.00247,-0.004320000000000046,-0.00039000000000000005,0.7199999999999989
Internazionale,0.52192,0.9079,0.0,82.03,0.50728,0.90709,0.0,82.45,-0.014640000000000097,-0.0008100000000000884,0.0,0.4200000000000017
Napoli,0.08408,0.50426,0.00026,69.62,0.04326,0.37315,0.00046,67.1,-0.04082,-0.13111000000000006,0.00020000000000000004,-2.5200000000000102
