team,finish_1_probability,finish_2_probability,finish_3_probability,finish_4_probability,finish_5_probability,finish_6_probability,finish_7_probability,finish_8_probability,finish_9_probability,finish_10_probability,finish_11_probability,finish_12_probability,finish_13_probability,finish_14_probability,finish_15_probability,finish_16_probability,finish_17_probability,finish_18_probability,finish_19_probability,finish_20_probability
Athletic Club,0.00043,0.00904,0.04275,0.08342,0.10889,0.1122,0.10452,0.09318,0.08157,0.07158,0.06224,0.05251,0.0448,0.03719,0.03078,0.02363,0.01753,0.0127,0.00762,0.00342
Atlético de Madrid,0.02101,0.15918,0.33868,0.20557,0.10965,0.0619,0.0377,0.02326,0.01577,0.00971,0.00648,0.00438,0.00253,0.00166,0.00111,0.00073,0.00039,0.00022,8e-05,2e-05
CA Osasuna,3e-05,0.0015,0.00889,0.0234,0.03866,0.05114,0.06057,0.06728,0.07207,0.07467,0.07716,0.07656,0.07535,0.07271,0.06842,0.06415,0.05799,0.04905,0.03768,0.02272
Celta Vigo,2e-05,0.00098,0.00723,0.01918,0.03356,0.04569,0.05628,0.06336,0.06867,0.07254,0.07631,0.07572,0.07684,0.07478,0.07268,0.06913,0.06283,0.05442,0.04335,0.02644
Deportivo Alavés,0.00017,0.00418,0.02329,0.05078,0.07566,0.08742,0.09148,0.09191,0.08633,0.08105,0.07462,0.06769,0.0599,0.05301,0.04487,0.03743,0.02907,0.02143,0.01361,0.00611
Elche CF,0.0,0.00025,0.00239,0.00665,0.01302,0.0198,0.0261,0.03264,0.03849,0.04457,0.05018,0.0568,0.06352,0.0717,0.07957,0.08689,0.09473,0.10185,0.10751,0.10334
FC Barcelona,0.82767,0.14304,0.02332,0.00452,0.00105,0.00025,0.00011,2e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Getafe CF,1e-05,0.00038,0.00319,0.00886,0.01727,0.02663,0.03472,0.04383,0.05152,0.05794,0.06579,0.07083,0.07683,0.0818,0.08564,0.08706,0.08755,0.08141,0.07078,0.04794
Levante UD,4e-05,0.00205,0.01122,0.02622,0.04098,0.05224,0.0575,0.06284,0.06501,0.06772,0.06866,0.06936,0.06953,0.06889,0.06833,0.06532,0.06141,0.05777,0.04992,0.03498
Málaga CF,0.0,0.00012,0.00122,0.00316,0.00606,0.00892,0.01204,0.01543,0.01888,0.02336,0.02762,0.03308,0.03912,0.04746,0.05642,0.0698,0.08712,0.1134,0.15835,0.27844
R. Racing Club,1e-05,0.00043,0.00211,0.00567,0.01013,0.01464,0.01849,0.02343,0.02799,0.0328,0.03827,0.04461,0.0514,0.05961,0.06814,0.08084,0.09396,0.1146,0.14174,0.17113
RC Deportivo,2e-05,0.00066,0.00392,0.00893,0.0152,0.02075,0.02601,0.02994,0.03574,0.04093,0.04614,0.05196,0.05816,0.06592,0.07388,0.08342,0.09449,0.10775,0.11962,0.11658
RCD Espanyol de Barcelona,6e-05,0.0015,0.01085,0.02629,0.04343,0.05683,0.06737,0.07272,0.07645,0.07865,0.07743,0.0778,0.07362,0.06989,0.06466,0.05808,0.05116,0.04206,0.03238,0.01877
Rayo Vallecano,0.0,0.0007,0.00551,0.01514,0.02696,0.03864,0.04812,0.05634,0.06341,0.06806,0.07181,0.07527,0.07797,0.0783,0.07828,0.0752,0.07064,0.06314,0.0519,0.03461
Real Betis,0.00827,0.0756,0.21746,0.23053,0.15078,0.09928,0.06618,0.04578,0.03287,0.02281,0.01616,0.01195,0.00813,0.00552,0.0038,0.00223,0.00151,0.00068,0.00036,9e-05
Real Madrid,0.14096,0.57548,0.18442,0.06039,0.02179,0.00889,0.00413,0.00194,0.00101,0.00044,0.00031,0.00011,7e-05,4e-05,2e-05,1e-05,0.0,0.0,0.0,0.0
Real Sociedad,6e-05,0.00205,0.01396,0.03509,0.05873,0.07074,0.07833,0.08254,0.08201,0.08044,0.07748,0.07328,0.06838,0.06182,0.05664,0.04874,0.04121,0.03278,0.02347,0.01225
Sevilla FC,0.00014,0.00404,0.02047,0.04672,0.07006,0.08221,0.08841,0.08802,0.08426,0.08043,0.07482,0.06916,0.0632,0.05559,0.04791,0.04183,0.03309,0.02499,0.01619,0.00845
Valencia CF,0.0,8e-05,0.00086,0.00314,0.00688,0.01235,0.0178,0.02342,0.03087,0.03794,0.04514,0.05376,0.06299,0.07198,0.08223,0.09305,0.10659,0.11568,0.12197,0.11326
Villarreal CF,0.00109,0.01874,0.07826,0.13635,0.15124,0.12947,0.10414,0.08212,0.06707,0.05435,0.04337,0.03516,0.02768,0.02213,0.01663,0.01246,0.00874,0.00605,0.00348,0.00145
