match_id,home_goals,away_goals,source_name,source_timestamp
LALIGA2627_MW01_001_DeportivoAlavés_GetafeCF,3,0,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_009_SevillaFC_RayoVallecano,2,1,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_007_R.RacingClub_VillarrealCF,2,2,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_005_RCDEspanyoldeBarcelona_LevanteUD,3,0,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_004_RCDeportivo_ElcheCF,1,1,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_002_AtléticodeMadrid_MálagaCF,2,0,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_010_ValenciaCF_RealBetis,0,1,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_008_RealMadrid_RealSociedad,4,1,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_003_CeltaVigo_CAOsasuna,1,2,football-data.co.uk,2026-09-16T07:19:48+00:00
LALIGA2627_MW01_006_FCBarcelona_AthleticClub,2,0,football-data.co.uk,2026-09-16T07:19:48+00:00
