match_id,home_goals,away_goals,source_name,source_timestamp
EPL2627_MW03_027_IpswichTown_Liverpool,0,2,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_029_NewcastleUnited_AFCBournemouth,2,2,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_022_Brentford_Sunderland,1,1,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_023_Brighton&HoveAlbion_LeedsUnited,1,1,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_025_Fulham_CrystalPalace,2,3,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_028_ManchesterCity_CoventryCity,1,0,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_030_NottinghamForest_TottenhamHotspur,0,0,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_026_HullCity_AstonVilla,0,0,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_024_Everton_ManchesterUnited,2,2,football-data.co.uk,2026-09-10T10:07:21+00:00
EPL2627_MW03_021_Arsenal_Chelsea,2,1,football-data.co.uk,2026-09-10T10:07:21+00:00
