match_id,home_goals,away_goals,source_name,source_timestamp
LALIGA2627_MW03_027_R.RacingClub_ElcheCF,3,2,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_021_DeportivoAlavés_VillarrealCF,1,0,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_025_LevanteUD_RealBetis,5,2,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_029_RealSociedad_RCDEspanyoldeBarcelona,2,1,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_030_SevillaFC_AtléticodeMadrid,1,3,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_028_RealMadrid_MálagaCF,4,0,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_023_RCDeportivo_ValenciaCF,3,1,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_022_CeltaVigo_AthleticClub,0,2,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_026_CAOsasuna_GetafeCF,1,0,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW03_024_FCBarcelona_RayoVallecano,5,2,football-data.co.uk,2026-09-16T07:27:26+00:00
