match_id,home_goals,away_goals,source_name,source_timestamp
SERIEA2627_MW03_025_Genoa_Como,1,4,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_023_Fiorentina_Torino,1,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_026_Internazionale_Napoli,3,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_029_Roma_Atalanta,2,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_024_Frosinone_Venezia,3,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_028_Parma_Monza,1,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_021_Bologna_Sassuolo,2,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_027_Juventus_Milan,1,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_022_Cagliari_Lecce,1,0,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW03_030_Udinese_Lazio,1,2,football-data.co.uk,2026-09-16T19:10:14+00:00
