team,title_probability_before,top_4_probability_before,relegation_probability_before,expected_points_before,title_probability_after,top_4_probability_after,relegation_probability_after,expected_points_after,title_probability_change,top_4_probability_change,relegation_probability_change,expected_points_change
Internazionale,0.50728,0.90709,0.0,82.45,0.53728,0.92939,0.0,83.85,0.030000000000000027,0.022300000000000098,0.0,1.3999999999999915
Como,0.08772,0.51982,0.0002,70.58,0.11171,0.6157,4e-05,73.09,0.023989999999999997,0.09588000000000008,-0.00016,2.510000000000005
Roma,0.17153,0.69253,2e-05,74.69,0.1929,0.7545,0.0,76.6,0.02137,0.06196999999999997,-2e-05,1.9099999999999966
Lazio,0.00752,0.11874,0.00462,58.85,0.00888,0.15245,0.00176,60.99,0.001360000000000001,0.033710000000000004,-0.0028599999999999997,2.1400000000000006
Torino,3e-05,0.00242,0.17914,41.33,7e-05,0.00408,0.09975,44.17,3.9999999999999996e-05,0.0016600000000000005,-0.07938999999999999,2.8400000000000034
Cagliari,0.00012,0.00614,0.10944,44.43,0.00015,0.00781,0.06754,46.21,2.9999999999999984e-05,0.0016700000000000005,-0.04189999999999999,1.7800000000000011
Lecce,0.0,0.00039,0.33998,36.53,0.0,0.00024,0.38271,35.13,0.0,-0.00015,0.04272999999999999,-1.3999999999999986
Parma,2e-05,0.00084,0.32363,37.02,0.0,0.00045,0.33294,36.29,-2e-05,-0.00039000000000000005,0.00931000000000004,-0.730000000000004
Genoa,7e-05,0.004,0.14044,42.92,1e-05,0.00186,0.17533,41.07,-5.9999999999999995e-05,-0.00214,0.034890000000000004,-1.8500000000000014
Sassuolo,0.00061,0.01864,0.06723,47.99,0.00047,0.01666,0.05172,48.46,-0.00014,-0.001979999999999999,-0.015509999999999996,0.46999999999999886
Fiorentina,0.00026,0.01028,0.07887,46.55,0.0001,0.00473,0.10151,44.32,-0.00015999999999999999,-0.005549999999999999,0.022640000000000007,-2.229999999999997
Monza,0.00047,0.00668,0.58669,31.02,0.0,0.00034,0.60776,30.15,-0.00047,-0.00634,0.021069999999999922,-0.870000000000001
Venezia,0.0005,0.00589,0.60464,30.37,1e-05,0.0002,0.67935,28.27,-0.00049,-0.005690000000000001,0.07471000000000005,-2.1000000000000014
Udinese,0.00081,0.0237,0.03637,50.24,0.00028,0.01356,0.04152,48.72,-0.00053,-0.01014,0.005150000000000002,-1.5200000000000031
Bologna,0.00123,0.03454,0.02686,51.98,0.00064,0.02556,0.02468,51.32,-0.0005899999999999999,-0.008980000000000002,-0.002179999999999998,-0.6599999999999966
Frosinone,0.00092,0.00976,0.50028,33.92,2e-05,0.00097,0.43232,34.64,-0.0009,-0.00879,-0.06795999999999996,0.7199999999999989
Milan,0.03139,0.30326,0.00071,65.37,0.02585,0.29964,0.00042,65.7,-0.00554,-0.0036199999999999566,-0.00029,0.3299999999999983
Napoli,0.04326,0.37315,0.00046,67.1,0.02513,0.31826,0.00033,66.09,-0.01813,-0.054889999999999994,-0.00013000000000000002,-1.009999999999991
Juventus,0.08072,0.50599,0.00017,70.37,0.05746,0.46688,0.00012,69.74,-0.023260000000000003,-0.039110000000000034,-5.000000000000001e-05,-0.6300000000000097
Atalanta,0.06554,0.45614,0.00025,69.23,0.03904,0.38672,0.00022,67.93,-0.026500000000000003,-0.06941999999999998,-2.9999999999999997e-05,-1.2999999999999972
