match_id,home_goals,away_goals,source_name,source_timestamp
EPL2627_MW02_015_CrystalPalace_ManchesterCity,1,4,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_017_Liverpool_NottinghamForest,2,2,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_011_AFCBournemouth_Everton,1,1,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_014_CoventryCity_HullCity,0,1,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_020_TottenhamHotspur_NewcastleUnited,0,2,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_013_Chelsea_Brighton&HoveAlbion,4,3,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_016_LeedsUnited_Brentford,1,1,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_019_Sunderland_Fulham,1,0,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_018_ManchesterUnited_IpswichTown,5,2,football-data.co.uk,2026-09-01T10:36:13+00:00
EPL2627_MW02_012_AstonVilla_Arsenal,0,1,football-data.co.uk,2026-09-01T10:36:13+00:00
