team,title_probability_before,top_4_probability_before,relegation_probability_before,expected_points_before,title_probability_after,top_4_probability_after,relegation_probability_after,expected_points_after,title_probability_change,top_4_probability_change,relegation_probability_change,expected_points_change
Manchester City,0.39802,0.89842,7e-05,77.97,0.42371,0.93014,3e-05,79.67,0.02568999999999999,0.03171999999999997,-3.9999999999999996e-05,1.7000000000000028
Arsenal,0.44961,0.91678,4e-05,78.99,0.4691,0.94189,0.0,80.61,0.019490000000000007,0.025109999999999966,-4e-05,1.6200000000000045
Hull City,0.00061,0.01221,0.60768,33.69,0.00271,0.03241,0.54584,35.81,0.0021000000000000003,0.020200000000000003,-0.061840000000000006,2.1200000000000045
Newcastle United,0.00972,0.17097,0.0272,56.16,0.01123,0.23021,0.01408,58.58,0.001510000000000001,0.05923999999999999,-0.013119999999999998,2.4200000000000017
Ipswich Town,0.00065,0.01146,0.61828,33.37,0.00158,0.02339,0.60811,33.23,0.00093,0.011930000000000001,-0.010170000000000012,-0.14000000000000057
Coventry City,0.00036,0.00863,0.67441,31.19,0.00088,0.01631,0.6786,30.05,0.0005200000000000001,0.007680000000000001,0.004190000000000027,-1.1400000000000006
Chelsea,0.01696,0.24471,0.0153,58.81,0.01714,0.29292,0.0095,60.53,0.0001799999999999996,0.04821,-0.0058,1.7199999999999989
Sunderland,0.00129,0.03529,0.212,44.89,0.00132,0.04524,0.1502,47.14,3.000000000000008e-05,0.00995,-0.061799999999999994,2.25
Crystal Palace,0.00056,0.0228,0.18208,45.14,0.00021,0.01315,0.23345,43.27,-0.00034999999999999994,-0.00965,0.05137,-1.8699999999999974
Nottingham Forest,0.0022,0.06586,0.08078,50.29,0.00184,0.0689,0.06904,50.94,-0.0003600000000000001,0.003040000000000001,-0.01174,0.6499999999999986
Tottenham Hotspur,0.00058,0.0245,0.17986,45.42,0.00016,0.01201,0.24441,42.97,-0.00042,-0.012490000000000001,0.06455,-2.450000000000003
Manchester United,0.01102,0.19323,0.02288,56.93,0.01054,0.21582,0.01649,57.95,-0.0004799999999999995,0.02259,-0.00639,1.0200000000000031
Fulham,0.00135,0.04222,0.11888,47.96,0.00045,0.02533,0.15398,46.04,-0.0009000000000000001,-0.016890000000000002,0.035100000000000006,-1.9200000000000017
Everton,0.00336,0.08199,0.0608,51.71,0.00198,0.07792,0.05686,51.7,-0.0013800000000000002,-0.00406999999999999,-0.003939999999999999,-0.00999999999999801
Leeds United,0.00589,0.10504,0.07514,51.95,0.0035,0.09059,0.07682,51.45,-0.00239,-0.01444999999999999,0.001680000000000001,-0.5
Aston Villa,0.00506,0.11142,0.04744,53.46,0.00223,0.0885,0.05577,52.29,-0.00283,-0.02292000000000001,0.008329999999999997,-1.1700000000000017
AFC Bournemouth,0.0068,0.13719,0.03787,54.58,0.0037,0.11335,0.04192,53.66,-0.0030999999999999995,-0.02384,0.004049999999999998,-0.9200000000000017
Brentford,0.01312,0.20279,0.02062,57.38,0.00777,0.18333,0.0203,56.89,-0.00535,-0.019460000000000005,-0.00032000000000000084,-0.490000000000002
Brighton & Hove Albion,0.01686,0.24196,0.01507,58.71,0.00794,0.18722,0.02014,57.01,-0.00892,-0.05474000000000001,0.005070000000000002,-1.7000000000000028
Liverpool,0.05598,0.47252,0.00361,64.82,0.032,0.41137,0.00446,63.37,-0.02398,-0.06114999999999998,0.0008500000000000005,-1.4499999999999957
