match_id,home_goals,away_goals,source_name,source_timestamp
SERIEA2627_MW01_005_Internazionale_Monza,4,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_009_Udinese_Como,1,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_004_Genoa_Napoli,0,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_006_Parma_Cagliari,0,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_003_Frosinone_Juventus,0,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_010_Venezia_Lecce,0,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_001_Atalanta_Sassuolo,2,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_008_Torino_Milan,1,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_002_Bologna_Lazio,0,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW01_007_Roma_Fiorentina,4,0,football-data.co.uk,2026-09-16T19:10:14+00:00
