match_id,home_goals,away_goals,source_name,source_timestamp
BUNDESLIGA2627_MW03_021_1.FCUnionBerlin_FCSchalke04,1,3,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_023_FCAugsburg_Bayer04Leverkusen,2,2,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_027_BorussiaDortmund_SCPaderborn07,3,0,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_024_Sport-ClubFreiburg_BorussiaMönchengladbach,5,0,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_025_TSGHoffenheim_VfBStuttgart,2,1,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_022_1.FSVMainz05_EintrachtFrankfurt,1,3,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_020_1.FCKöln_SVWerderBremen,1,1,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_026_RBLeipzig_HamburgerSV,5,0,football-data.co.uk,2026-09-16T20:09:03+00:00
BUNDESLIGA2627_MW03_019_SVElversberg_FCBayernMünchen,1,2,football-data.co.uk,2026-09-16T20:09:03+00:00
