team,finish_1_probability,finish_2_probability,finish_3_probability,finish_4_probability,finish_5_probability,finish_6_probability,finish_7_probability,finish_8_probability,finish_9_probability,finish_10_probability,finish_11_probability,finish_12_probability,finish_13_probability,finish_14_probability,finish_15_probability,finish_16_probability,finish_17_probability,finish_18_probability,finish_19_probability,finish_20_probability
Athletic Club,0.00054,0.0057,0.02743,0.05529,0.07401,0.0861,0.08693,0.08458,0.08229,0.07836,0.07145,0.0646,0.06058,0.05302,0.04726,0.04017,0.03306,0.02494,0.01607,0.00762
Atlético de Madrid,0.04164,0.16456,0.32204,0.1866,0.10752,0.06307,0.03922,0.02552,0.01658,0.01121,0.00764,0.00524,0.00368,0.00237,0.00134,0.00084,0.00053,0.00027,0.0001,3e-05
CA Osasuna,0.00088,0.0081,0.03342,0.06216,0.0827,0.09131,0.09132,0.08839,0.08298,0.07725,0.07061,0.06352,0.05608,0.04982,0.0424,0.03432,0.02739,0.01959,0.01252,0.00525
Celta Vigo,0.00012,0.00194,0.01121,0.02583,0.04016,0.05325,0.06254,0.06876,0.0725,0.07468,0.07572,0.07636,0.07456,0.07244,0.06849,0.06374,0.05706,0.04684,0.03514,0.01867
Deportivo Alavés,0.00028,0.00366,0.01809,0.03942,0.05862,0.07159,0.07844,0.08115,0.08134,0.07986,0.07648,0.07341,0.06843,0.06178,0.05684,0.04884,0.04072,0.0317,0.02032,0.00903
Elche CF,2e-05,0.00068,0.00414,0.00995,0.01698,0.02342,0.03077,0.03672,0.04248,0.04779,0.05412,0.05889,0.06582,0.07261,0.08085,0.08736,0.09521,0.1001,0.09738,0.0747
FC Barcelona,0.71266,0.2181,0.05057,0.0128,0.00384,0.00123,0.00045,0.00018,6e-05,6e-05,2e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Getafe CF,5e-05,0.00063,0.00435,0.01114,0.01974,0.02869,0.03674,0.04505,0.05118,0.05852,0.06558,0.07102,0.07644,0.08211,0.08612,0.08803,0.08747,0.08168,0.06666,0.0388
Levante UD,0.00042,0.00496,0.02131,0.04025,0.05468,0.06351,0.06872,0.07017,0.0703,0.0694,0.06826,0.06709,0.06599,0.06351,0.06045,0.05711,0.05224,0.04512,0.03578,0.02072
Málaga CF,0.0,0.0002,0.00126,0.00316,0.00578,0.00793,0.0109,0.01378,0.01626,0.0207,0.02392,0.02873,0.03581,0.04249,0.0531,0.0657,0.08613,0.11579,0.1716,0.29676
R. Racing Club,3e-05,0.00038,0.00189,0.00446,0.0076,0.01102,0.01437,0.01796,0.02198,0.02614,0.0306,0.03591,0.04249,0.05142,0.06098,0.07604,0.09403,0.1218,0.16434,0.21655
RC Deportivo,5e-05,0.00052,0.00249,0.00577,0.01019,0.01358,0.01739,0.02116,0.02545,0.02981,0.0352,0.03963,0.04625,0.05395,0.06447,0.07846,0.09585,0.12191,0.15702,0.18084
RCD Espanyol de Barcelona,7e-05,0.001,0.00693,0.01733,0.02839,0.03943,0.04835,0.05598,0.06142,0.06788,0.07112,0.07486,0.07598,0.07734,0.07781,0.0762,0.07223,0.06456,0.05195,0.03115
Rayo Vallecano,2e-05,0.00086,0.00648,0.01545,0.02606,0.03615,0.04533,0.05208,0.05965,0.06349,0.07012,0.07347,0.07673,0.0789,0.07955,0.079,0.07652,0.06988,0.05562,0.03466
Real Betis,0.00572,0.03684,0.12115,0.16233,0.15334,0.12028,0.09251,0.07277,0.05673,0.04469,0.03559,0.02711,0.02127,0.01662,0.01207,0.00884,0.00592,0.00359,0.0019,0.00071
Real Madrid,0.22822,0.49031,0.17321,0.0624,0.02459,0.01067,0.00523,0.00245,0.00138,0.00074,0.00035,0.0002,0.00012,6e-05,3e-05,4e-05,0.0,0.0,0.0,0.0
Real Sociedad,0.00025,0.003,0.01777,0.03914,0.0584,0.07176,0.07909,0.08003,0.08079,0.07733,0.07506,0.07323,0.06731,0.06288,0.05641,0.04936,0.04131,0.03329,0.02246,0.01112
Sevilla FC,0.0003,0.00338,0.01602,0.03701,0.05327,0.0655,0.0719,0.07708,0.07723,0.07733,0.07646,0.0741,0.0705,0.06588,0.06009,0.05406,0.04631,0.03632,0.02512,0.01214
Valencia CF,2e-05,0.00053,0.00402,0.01134,0.01978,0.02936,0.03817,0.04605,0.05408,0.06024,0.06555,0.0726,0.07683,0.08154,0.08318,0.08617,0.08432,0.08031,0.06499,0.04092
Villarreal CF,0.00869,0.05465,0.15622,0.19818,0.15436,0.11215,0.08163,0.06015,0.04533,0.0345,0.02614,0.02001,0.01513,0.01126,0.00854,0.0057,0.0037,0.0023,0.00102,0.00032
