match_id,home_goals,away_goals,source_name,source_timestamp
LALIGA2627_MW04_033_RealBetis_RealMadrid,1,0,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_032_AthleticClub_AtléticodeMadrid,3,0,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_038_RayoVallecano_R.RacingClub,3,2,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_040_VillarrealCF_RCDeportivo,2,3,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_039_ValenciaCF_FCBarcelona,0,5,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_031_DeportivoAlavés_CAOsasuna,5,2,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_037_MálagaCF_LevanteUD,0,0,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_035_RCDEspanyoldeBarcelona_SevillaFC,1,1,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_036_GetafeCF_CeltaVigo,1,1,football-data.co.uk,2026-09-16T07:27:26+00:00
LALIGA2627_MW04_034_ElcheCF_RealSociedad,2,3,football-data.co.uk,2026-09-16T07:27:26+00:00
