team,title_probability_before,top_4_probability_before,relegation_probability_before,expected_points_before,title_probability_after,top_4_probability_after,relegation_probability_after,expected_points_after,title_probability_change,top_4_probability_change,relegation_probability_change,expected_points_change
Real Madrid,0.28702,0.90333,7e-05,78.18,0.30328,0.92724,3e-05,79.53,0.016259999999999997,0.023909999999999987,-3.9999999999999996e-05,1.3499999999999943
FC Barcelona,0.58628,0.96935,0.0,83.71,0.59223,0.97682,0.0,84.69,0.005950000000000011,0.007469999999999977,0.0,0.980000000000004
Real Betis,0.01084,0.2527,0.01713,58.87,0.01304,0.322,0.008,61.28,0.002199999999999999,0.06930000000000003,-0.00913,2.4100000000000037
CA Osasuna,0.00107,0.05546,0.10892,48.98,0.00156,0.08826,0.0551,52.3,0.00049,0.0328,-0.05382,3.3200000000000003
Deportivo Alavés,0.00045,0.03151,0.17659,45.89,0.0009,0.05575,0.09334,49.44,0.00045,0.024239999999999998,-0.08324999999999999,3.549999999999997
RCD Espanyol de Barcelona,0.00046,0.02861,0.19957,45.14,0.00062,0.04714,0.11235,48.45,0.00015999999999999999,0.01853,-0.08721999999999999,3.3100000000000023
Sevilla FC,0.00033,0.0282,0.18469,45.52,0.00042,0.03822,0.12333,47.77,9.000000000000002e-05,0.010019999999999998,-0.06136,2.25
Málaga CF,0.0001,0.00745,0.48433,37.21,0.00016,0.00902,0.52676,36.08,6.000000000000001e-05,0.0015700000000000002,0.04243000000000002,-1.1300000000000026
RC Deportivo,9e-05,0.00758,0.48439,37.21,0.00014,0.00886,0.52383,36.17,4.999999999999998e-05,0.0012799999999999999,0.03944000000000003,-1.0399999999999991
R. Racing Club,9e-05,0.0076,0.48613,37.19,0.00013,0.00984,0.50686,36.67,3.999999999999998e-05,0.00224,0.02072999999999997,-0.519999999999996
Getafe CF,0.00057,0.03864,0.13458,47.27,0.00018,0.01871,0.19447,44.48,-0.00038999999999999994,-0.01993,0.05989,-2.7900000000000063
Valencia CF,0.00107,0.0583,0.10318,49.29,0.00042,0.03469,0.1295,47.39,-0.00065,-0.02361,0.02632000000000001,-1.8999999999999986
Elche CF,0.00158,0.05709,0.163,47.51,0.00093,0.0495,0.15558,47.27,-0.00065,-0.0075899999999999995,-0.00742000000000001,-0.23999999999999488
Rayo Vallecano,0.00116,0.06017,0.09966,49.46,0.00049,0.04084,0.11509,48.03,-0.00067,-0.01933,0.01543,-1.4299999999999997
Levante UD,0.00132,0.05088,0.1865,46.59,0.00028,0.0236,0.26178,43.35,-0.0010400000000000001,-0.027280000000000002,0.07528000000000001,-3.240000000000002
Athletic Club,0.00229,0.09573,0.06296,52.18,0.00114,0.08219,0.0626,51.76,-0.00115,-0.013539999999999996,-0.0003599999999999992,-0.4200000000000017
Real Sociedad,0.00227,0.0914,0.06797,51.84,0.00099,0.07187,0.07544,50.91,-0.0012799999999999999,-0.019529999999999992,0.0074699999999999905,-0.9300000000000068
Atlético de Madrid,0.05312,0.56865,0.00197,67.09,0.05059,0.60126,0.00127,68.02,-0.0025299999999999975,0.03261000000000003,-0.0006999999999999999,0.9299999999999926
Celta Vigo,0.00512,0.15568,0.03552,55.28,0.00184,0.0981,0.05198,52.71,-0.0032800000000000004,-0.057580000000000006,0.016459999999999995,-2.5700000000000003
Villarreal CF,0.04479,0.53167,0.00286,66.15,0.03067,0.4961,0.00268,65.37,-0.014120000000000004,-0.03556999999999999,-0.00018000000000000004,-0.7800000000000011
