match_id,home_goals,away_goals,source_name,source_timestamp
SERIEA2627_MW02_017_Milan_Venezia,2,0,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_013_Fiorentina_Frosinone,0,3,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_018_Monza_Udinese,2,3,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_020_Sassuolo_Torino,2,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_014_Juventus_Parma,2,0,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_019_Napoli_Como,1,2,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_012_Cagliari_Internazionale,0,1,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_015_Lazio_Genoa,1,0,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_016_Lecce_Roma,0,4,football-data.co.uk,2026-09-16T19:10:14+00:00
SERIEA2627_MW02_011_Atalanta_Bologna,1,0,football-data.co.uk,2026-09-16T19:10:14+00:00
